#Digilent WaveForms Oscilloscope Record
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-16 14:22:41
#Sample rate: 1000Hz
#Samples: 15000
Time (s),Channel 1 (V),Channel 2 (V)
12.836000,1.555316,1.908708
12.837000,1.553093,1.924059
12.838000,1.554100,1.890784
12.839000,1.554977,1.917083
12.840000,1.551993,1.924385
12.841000,1.552264,1.917236
12.842000,1.553528,1.930034
12.843000,1.556409,1.924620
12.844000,1.552856,1.909287
12.845000,1.550903,1.908352
12.846000,1.552589,1.926283
12.847000,1.554498,1.913582
12.848000,1.553459,1.912896
12.849000,1.551755,1.919980
12.850000,1.552588,1.914419
12.851000,1.552825,1.912776
12.852000,1.552740,1.920979
12.853000,1.549475,1.918146
12.854000,1.554159,1.937104
12.855000,1.554823,1.921804
12.856000,1.554095,1.921345
12.857000,1.554601,1.907574
12.858000,1.551064,1.927605
12.859000,1.552757,1.910216
12.860000,1.553770,1.895582
12.861000,1.552316,1.900770
12.862000,1.552423,1.916661
12.863000,1.553160,1.926373
12.864000,1.553142,1.910075
12.865000,1.549532,1.916919
12.866000,1.551899,1.930034
12.867000,1.550583,1.916685
12.868000,1.553404,1.914599
12.869000,1.552241,1.928249
12.870000,1.552660,1.917052
12.871000,1.552329,1.932267
12.872000,1.552621,1.921341
12.873000,1.551983,1.917580
12.874000,1.552988,1.907987
12.875000,1.551341,1.926867
12.876000,1.551919,1.929296
12.877000,1.556755,1.921018
12.878000,1.551320,1.918644
12.879000,1.550125,1.922614
12.880000,1.555180,1.932036
12.881000,1.551796,1.900090
12.882000,1.553776,1.919378
12.883000,1.550782,1.923831
12.884000,1.552773,1.902138
12.885000,1.555013,1.918628
12.886000,1.554330,1.930500
12.887000,1.556292,1.915106
12.888000,1.554171,1.928657
12.889000,1.553193,1.930101
12.890000,1.554180,1.916414
12.891000,1.554176,1.904423
12.892000,1.555798,1.915612
12.893000,1.553748,1.927144
12.894000,1.553986,1.919016
12.895000,1.554165,1.914553
12.896000,1.556869,1.926288
12.897000,1.555237,1.924022
12.898000,1.555319,1.935202
12.899000,1.556934,1.910195
12.900000,1.554709,1.919671
12.901000,1.555219,1.913330
12.902000,1.552170,1.929559
12.903000,1.556133,1.913892
12.904000,1.553205,1.912157
12.905000,1.555899,1.928779
12.906000,1.556669,1.928451
12.907000,1.555564,1.925830
12.908000,1.556520,1.908610
12.909000,1.556953,1.927320
12.910000,1.561822,1.920407
12.911000,1.556147,1.931203
12.912000,1.558807,1.913144
12.913000,1.559113,1.927406
12.914000,1.557035,1.915209
12.915000,1.557667,1.922975
12.916000,1.555929,1.917415
12.917000,1.560531,1.908319
12.918000,1.556606,1.919510
12.919000,1.560140,1.921318
12.920000,1.556638,1.918697
12.921000,1.559562,1.915435
12.922000,1.559024,1.912044
12.923000,1.557941,1.916155
12.924000,1.559205,1.932592
12.925000,1.559633,1.925101
12.926000,1.558496,1.925898
12.927000,1.560918,1.924597
12.928000,1.558991,1.924055
12.929000,1.559879,1.902098
12.930000,1.562077,1.910962
12.931000,1.562865,1.921933
12.932000,1.561105,1.920040
12.933000,1.562379,1.913656
12.934000,1.563495,1.918803
12.935000,1.563867,1.946105
12.936000,1.560382,1.928635
12.937000,1.563205,1.931342
12.938000,1.564043,1.903046
12.939000,1.561685,1.923749
12.940000,1.564638,1.924194
12.941000,1.565819,1.924395
12.942000,1.565542,1.918167
12.943000,1.567159,1.924621
12.944000,1.565720,1.934653
12.945000,1.568587,1.928324
12.946000,1.565845,1.910610
12.947000,1.563985,1.921349
12.948000,1.565932,1.923065
12.949000,1.564747,1.921005
12.950000,1.567402,1.911085
12.951000,1.566983,1.923786
12.952000,1.567732,1.915922
12.953000,1.569704,1.922446
12.954000,1.567291,1.921680
12.955000,1.566438,1.923132
12.956000,1.568115,1.910418
12.957000,1.570684,1.927311
12.958000,1.570227,1.926836
12.959000,1.569998,1.914547
12.960000,1.569747,1.919106
12.961000,1.569143,1.919198
12.962000,1.571804,1.929912
12.963000,1.571799,1.926989
12.964000,1.572473,1.909179
12.965000,1.574431,1.932338
12.966000,1.574560,1.936759
12.967000,1.572041,1.922016
12.968000,1.572794,1.929806
12.969000,1.576579,1.919361
12.970000,1.574807,1.924038
12.971000,1.575581,1.931251
12.972000,1.573735,1.932225
12.973000,1.575109,1.916341
12.974000,1.576502,1.918906
12.975000,1.574845,1.914487
12.976000,1.577572,1.920609
12.977000,1.576656,1.933226
12.978000,1.577026,1.926404
12.979000,1.578983,1.915991
12.980000,1.576894,1.912527
12.981000,1.580757,1.914090
12.982000,1.576908,1.916926
12.983000,1.582471,1.911938
12.984000,1.577979,1.917880
12.985000,1.579131,1.902064
12.986000,1.583611,1.914309
12.987000,1.581878,1.918256
12.988000,1.584600,1.918738
12.989000,1.582861,1.910500
12.990000,1.579283,1.936686
12.991000,1.585159,1.920152
12.992000,1.585913,1.923661
12.993000,1.583924,1.921540
12.994000,1.585245,1.910811
12.995000,1.585449,1.908479
12.996000,1.585749,1.917976
12.997000,1.586669,1.931261
12.998000,1.585176,1.920085
12.999000,1.586716,1.928999
13.000000,1.589104,1.918478
13.001000,1.586214,1.915462
13.002000,1.588476,1.909537
13.003000,1.589177,1.934082
13.004000,1.587344,1.928631
13.005000,1.589470,1.930698
13.006000,1.588983,1.920803
13.007000,1.590112,1.922894
13.008000,1.589213,1.922229
13.009000,1.589177,1.914075
13.010000,1.591371,1.925536
13.011000,1.592406,1.919147
13.012000,1.593701,1.927292
13.013000,1.592594,1.932526
13.014000,1.593931,1.929158
13.015000,1.591764,1.925727
13.016000,1.593453,1.908691
13.017000,1.593165,1.918798
13.018000,1.598824,1.918066
13.019000,1.597591,1.934319
13.020000,1.597951,1.926851
13.021000,1.596978,1.929098
13.022000,1.599461,1.925203
13.023000,1.597438,1.913112
13.024000,1.597830,1.923595
13.025000,1.599735,1.918746
13.026000,1.601082,1.934485
13.027000,1.599410,1.934014
13.028000,1.599183,1.927391
13.029000,1.601574,1.906449
13.030000,1.601047,1.929701
13.031000,1.603124,1.927244
13.032000,1.604708,1.920263
13.033000,1.603206,1.925688
13.034000,1.605954,1.920496
13.035000,1.603563,1.917394
13.036000,1.603907,1.928255
13.037000,1.605316,1.935758
13.038000,1.606212,1.934062
13.039000,1.607348,1.918905
13.040000,1.607558,1.925644
13.041000,1.608350,1.927672
13.042000,1.608522,1.925067
13.043000,1.606880,1.916252
13.044000,1.609394,1.943518
13.045000,1.610038,1.924655
13.046000,1.610091,1.927289
13.047000,1.609987,1.923895
13.048000,1.613775,1.921088
13.049000,1.610191,1.940715
13.050000,1.610910,1.939910
13.051000,1.613171,1.920196
13.052000,1.613632,1.934798
13.053000,1.617563,1.916362
13.054000,1.616568,1.935107
13.055000,1.617074,1.922309
13.056000,1.617478,1.927869
13.057000,1.619202,1.926338
13.058000,1.618427,1.924019
13.059000,1.616612,1.930072
13.060000,1.619437,1.925292
13.061000,1.622545,1.920730
13.062000,1.618924,1.931057
13.063000,1.619447,1.934993
13.064000,1.619951,1.926154
13.065000,1.621953,1.934307
13.066000,1.620856,1.920313
13.067000,1.625349,1.931871
13.068000,1.622672,1.930792
13.069000,1.624367,1.936303
13.070000,1.624036,1.926583
13.071000,1.626126,1.912983
13.072000,1.624337,1.927857
13.073000,1.626055,1.924190
13.074000,1.624663,1.928324
13.075000,1.628175,1.914299
13.076000,1.627039,1.940769
13.077000,1.629530,1.919861
13.078000,1.626602,1.916878
13.079000,1.629268,1.942905
13.080000,1.629266,1.920804
13.081000,1.632087,1.933251
13.082000,1.630504,1.923569
13.083000,1.630912,1.930699
13.084000,1.633230,1.917810
13.085000,1.631128,1.934903
13.086000,1.637778,1.915136
13.087000,1.633323,1.941864
13.088000,1.635651,1.927465
13.089000,1.636482,1.934511
13.090000,1.638832,1.932596
13.091000,1.636349,1.925316
13.092000,1.634867,1.928750
13.093000,1.636970,1.938133
13.094000,1.641211,1.913142
13.095000,1.638500,1.920384
13.096000,1.641357,1.926833
13.097000,1.638531,1.927227
13.098000,1.641020,1.928384
13.099000,1.641429,1.936467
13.100000,1.639159,1.930700
13.101000,1.644892,1.935745
13.102000,1.641803,1.917139
13.103000,1.645200,1.920409
13.104000,1.643266,1.929408
13.105000,1.646075,1.933534
13.106000,1.642865,1.921735
13.107000,1.644626,1.929969
13.108000,1.644004,1.928738
13.109000,1.646793,1.923615
13.110000,1.649503,1.924148
13.111000,1.649444,1.925461
13.112000,1.650509,1.923178
13.113000,1.650718,1.927751
13.114000,1.652384,1.925524
13.115000,1.649826,1.923840
13.116000,1.654798,1.934521
13.117000,1.649389,1.931012
13.118000,1.650765,1.931477
13.119000,1.652769,1.924686
13.120000,1.654890,1.919682
13.121000,1.653468,1.920267
13.122000,1.655003,1.920994
13.123000,1.654780,1.919391
13.124000,1.658771,1.926688
13.125000,1.654586,1.932845
13.126000,1.656391,1.930145
13.127000,1.657908,1.940484
13.128000,1.657298,1.930470
13.129000,1.660226,1.911721
13.130000,1.661455,1.931230
13.131000,1.659871,1.927402
13.132000,1.661787,1.923585
13.133000,1.663718,1.940257
13.134000,1.663400,1.929378
13.135000,1.664539,1.926120
13.136000,1.663142,1.930005
13.137000,1.663474,1.918231
13.138000,1.664586,1.927368
13.139000,1.666148,1.921554
13.140000,1.665825,1.927404
13.141000,1.665854,1.928713
13.142000,1.666504,1.925995
13.143000,1.668123,1.921507
13.144000,1.671019,1.925530
13.145000,1.670301,1.934110
13.146000,1.670415,1.930994
13.147000,1.672969,1.903967
13.148000,1.671426,1.934917
13.149000,1.670772,1.940452
13.150000,1.672162,1.912695
13.151000,1.671948,1.939647
13.152000,1.674407,1.932077
13.153000,1.672211,1.927512
13.154000,1.674495,1.934415
13.155000,1.675029,1.928738
13.156000,1.675447,1.927177
13.157000,1.674612,1.917484
13.158000,1.674775,1.920030
13.159000,1.677872,1.932627
13.160000,1.676099,1.926815
13.161000,1.676481,1.917497
13.162000,1.675352,1.921293
13.163000,1.677084,1.920822
13.164000,1.679496,1.923498
13.165000,1.677055,1.923433
13.166000,1.677648,1.919425
13.167000,1.679981,1.924894
13.168000,1.680026,1.925046
13.169000,1.681174,1.929862
13.170000,1.682808,1.915279
13.171000,1.684852,1.923802
13.172000,1.684739,1.913282
13.173000,1.683993,1.923476
13.174000,1.685322,1.931051
13.175000,1.683832,1.917656
13.176000,1.687643,1.925560
13.177000,1.685242,1.916128
13.178000,1.685839,1.924323
13.179000,1.688623,1.916658
13.180000,1.689654,1.936407
13.181000,1.686737,1.925883
13.182000,1.689869,1.923896
13.183000,1.689146,1.934703
13.184000,1.690157,1.930407
13.185000,1.692016,1.922655
13.186000,1.692312,1.940732
13.187000,1.690291,1.908650
13.188000,1.692049,1.929817
13.189000,1.695630,1.930911
13.190000,1.693642,1.911117
13.191000,1.693689,1.923504
13.192000,1.696625,1.918957
13.193000,1.694088,1.929386
13.194000,1.695262,1.937877
13.195000,1.695535,1.925766
13.196000,1.695206,1.936519
13.197000,1.697562,1.921713
13.198000,1.698300,1.917346
13.199000,1.699121,1.906114
13.200000,1.698375,1.917245
13.201000,1.698054,1.925772
13.202000,1.701324,1.923766
13.203000,1.701967,1.934257
13.204000,1.699915,1.931601
13.205000,1.701545,1.913933
13.206000,1.700971,1.924110
13.207000,1.702223,1.917670
13.208000,1.702448,1.920867
13.209000,1.704479,1.927586
13.210000,1.699350,1.917918
13.211000,1.703585,1.920092
13.212000,1.704115,1.921537
13.213000,1.704646,1.929917
13.214000,1.705574,1.927862
13.215000,1.705962,1.919491
13.216000,1.707126,1.932035
13.217000,1.709508,1.928195
13.218000,1.706382,1.909388
13.219000,1.707304,1.927473
13.220000,1.708404,1.920517
13.221000,1.706844,1.938160
13.222000,1.710165,1.922948
13.223000,1.711340,1.913259
13.224000,1.711503,1.919507
13.225000,1.711071,1.919619
13.226000,1.711225,1.924124
13.227000,1.713791,1.921415
13.228000,1.713889,1.936538
13.229000,1.710825,1.928198
13.230000,1.713346,1.924320
13.231000,1.713422,1.926897
13.232000,1.714670,1.921623
13.233000,1.714831,1.923478
13.234000,1.714523,1.924704
13.235000,1.715969,1.922641
13.236000,1.714697,1.915202
13.237000,1.713143,1.922011
13.238000,1.716550,1.939277
13.239000,1.715466,1.902368
13.240000,1.716470,1.907254
13.241000,1.718007,1.916063
13.242000,1.716128,1.922660
13.243000,1.718038,1.922453
13.244000,1.717166,1.921673
13.245000,1.719405,1.916463
13.246000,1.719728,1.922941
13.247000,1.719989,1.915256
13.248000,1.719569,1.917635
13.249000,1.719036,1.927767
13.250000,1.722020,1.913344
13.251000,1.716715,1.922938
13.252000,1.721155,1.914755
13.253000,1.721499,1.932440
13.254000,1.719637,1.926383
13.255000,1.719297,1.926175
13.256000,1.722475,1.926849
13.257000,1.724300,1.923033
13.258000,1.723544,1.938793
13.259000,1.722954,1.919064
13.260000,1.720925,1.934842
13.261000,1.727584,1.924040
13.262000,1.727053,1.917508
13.263000,1.722607,1.926636
13.264000,1.724248,1.922418
13.265000,1.727604,1.928219
13.266000,1.724275,1.924214
13.267000,1.724479,1.934133
13.268000,1.727799,1.923384
13.269000,1.726130,1.919304
13.270000,1.727056,1.922629
13.271000,1.727440,1.923514
13.272000,1.728094,1.924893
13.273000,1.728521,1.913364
13.274000,1.727907,1.930198
13.275000,1.733562,1.917644
13.276000,1.729496,1.925273
13.277000,1.730373,1.912156
13.278000,1.728403,1.902832
13.279000,1.730271,1.915918
13.280000,1.729082,1.929585
13.281000,1.730989,1.920841
13.282000,1.731025,1.920706
13.283000,1.732835,1.927729
13.284000,1.729782,1.930295
13.285000,1.731132,1.918616
13.286000,1.730308,1.926947
13.287000,1.730788,1.915488
13.288000,1.732769,1.928113
13.289000,1.730660,1.909171
13.290000,1.733208,1.924351
13.291000,1.733017,1.930389
13.292000,1.732851,1.923885
13.293000,1.730530,1.925444
13.294000,1.732441,1.932903
13.295000,1.733922,1.925487
13.296000,1.736995,1.921059
13.297000,1.733563,1.918064
13.298000,1.734713,1.910728
13.299000,1.733439,1.914520
13.300000,1.734119,1.925242
13.301000,1.735628,1.916293
13.302000,1.736828,1.921481
13.303000,1.736013,1.908047
13.304000,1.736605,1.926138
13.305000,1.736470,1.924122
13.306000,1.737684,1.918886
13.307000,1.735646,1.916518
13.308000,1.735880,1.906815
13.309000,1.735394,1.910063
13.310000,1.738488,1.920973
13.311000,1.734536,1.927525
13.312000,1.735230,1.921133
13.313000,1.735493,1.926714
13.314000,1.738383,1.927036
13.315000,1.737406,1.918305
13.316000,1.738398,1.909669
13.317000,1.738103,1.927328
13.318000,1.736325,1.920066
13.319000,1.738159,1.922642
13.320000,1.739106,1.932221
13.321000,1.736012,1.924236
13.322000,1.734101,1.929876
13.323000,1.738780,1.912750
13.324000,1.737775,1.915353
13.325000,1.736680,1.917902
13.326000,1.741141,1.931097
13.327000,1.735698,1.918611
13.328000,1.740118,1.918751
13.329000,1.741015,1.924576
13.330000,1.739770,1.922389
13.331000,1.740520,1.924746
13.332000,1.739860,1.925170
13.333000,1.741256,1.921236
13.334000,1.738676,1.924684
13.335000,1.741889,1.911617
13.336000,1.736886,1.921510
13.337000,1.740189,1.918184
13.338000,1.739356,1.920207
13.339000,1.739997,1.907535
13.340000,1.740314,1.905184
13.341000,1.740116,1.920245
13.342000,1.739581,1.923175
13.343000,1.741541,1.923482
13.344000,1.739636,1.917615
13.345000,1.738368,1.920643
13.346000,1.740381,1.922923
13.347000,1.740514,1.925157
13.348000,1.739380,1.915050
13.349000,1.741206,1.937226
13.350000,1.740982,1.910274
13.351000,1.742181,1.924126
13.352000,1.738858,1.935611
13.353000,1.740698,1.921717
13.354000,1.738429,1.900291
13.355000,1.738914,1.911802
13.356000,1.741495,1.898630
13.357000,1.740560,1.914470
13.358000,1.742117,1.923359
13.359000,1.738539,1.923906
13.360000,1.739998,1.920747
13.361000,1.738045,1.919839
13.362000,1.739508,1.922039
13.363000,1.739726,1.918754
13.364000,1.738029,1.933852
13.365000,1.742251,1.912367
13.366000,1.739377,1.932683
13.367000,1.738882,1.923493
13.368000,1.737497,1.913048
13.369000,1.738242,1.918834
13.370000,1.741508,1.918909
13.371000,1.740911,1.906214
13.372000,1.743053,1.929224
13.373000,1.735491,1.924391
13.374000,1.738775,1.920436
13.375000,1.739678,1.923666
13.376000,1.738352,1.908743
13.377000,1.740093,1.912115
13.378000,1.737740,1.928462
13.379000,1.741723,1.921601
13.380000,1.738942,1.925029
13.381000,1.740550,1.941948
13.382000,1.739678,1.923683
13.383000,1.740808,1.932613
13.384000,1.739035,1.913515
13.385000,1.736824,1.939123
13.386000,1.738233,1.923358
13.387000,1.736852,1.913703
13.388000,1.738366,1.936324
13.389000,1.739788,1.925412
13.390000,1.739722,1.924541
13.391000,1.739098,1.917002
13.392000,1.737469,1.927409
13.393000,1.739946,1.916819
13.394000,1.736678,1.914336
13.395000,1.739018,1.916892
13.396000,1.735903,1.924697
13.397000,1.738225,1.918995
13.398000,1.737688,1.910311
13.399000,1.734713,1.920022
13.400000,1.735851,1.929735
13.401000,1.735714,1.930144
13.402000,1.738213,1.927170
13.403000,1.736255,1.916240
13.404000,1.736263,1.913217
13.405000,1.736070,1.924970
13.406000,1.739429,1.904013
13.407000,1.734039,1.932499
13.408000,1.736638,1.920668
13.409000,1.737025,1.928210
13.410000,1.735504,1.904047
13.411000,1.734478,1.899420
13.412000,1.736499,1.918829
13.413000,1.734328,1.934457
13.414000,1.730777,1.923338
13.415000,1.736246,1.928505
13.416000,1.731910,1.923701
13.417000,1.732205,1.919865
13.418000,1.730672,1.933066
13.419000,1.734752,1.917568
13.420000,1.730414,1.934663
13.421000,1.734975,1.914145
13.422000,1.731273,1.911089
13.423000,1.733720,1.927336
13.424000,1.734353,1.922611
13.425000,1.733137,1.921455
13.426000,1.731835,1.913650
13.427000,1.734957,1.915317
13.428000,1.733082,1.918152
13.429000,1.734042,1.915359
13.430000,1.729314,1.923026
13.431000,1.730347,1.912333
13.432000,1.730977,1.925909
13.433000,1.725724,1.914095
13.434000,1.728913,1.918696
13.435000,1.729407,1.926230
13.436000,1.730162,1.924031
13.437000,1.727393,1.914493
13.438000,1.730414,1.927251
13.439000,1.729368,1.923377
13.440000,1.731859,1.921952
13.441000,1.730722,1.918200
13.442000,1.728038,1.924169
13.443000,1.728301,1.914007
13.444000,1.726600,1.918156
13.445000,1.729021,1.919914
13.446000,1.727806,1.925293
13.447000,1.725126,1.923029
13.448000,1.726442,1.937622
13.449000,1.724537,1.925207
13.450000,1.725814,1.916765
13.451000,1.725364,1.929531
13.452000,1.722317,1.919347
13.453000,1.722424,1.926369
13.454000,1.722246,1.928895
13.455000,1.724180,1.938071
13.456000,1.722388,1.906111
13.457000,1.722956,1.928421
13.458000,1.722951,1.921206
13.459000,1.723810,1.915973
13.460000,1.722449,1.922102
13.461000,1.722717,1.925480
13.462000,1.721838,1.922236
13.463000,1.723099,1.920206
13.464000,1.720804,1.921479
13.465000,1.720506,1.914140
13.466000,1.720693,1.918068
13.467000,1.722115,1.931028
13.468000,1.719308,1.940431
13.469000,1.717851,1.912507
13.470000,1.718973,1.926915
13.471000,1.717768,1.922115
13.472000,1.716716,1.919044
13.473000,1.716361,1.927890
13.474000,1.716677,1.930863
13.475000,1.715863,1.929242
13.476000,1.715936,1.918948
13.477000,1.713229,1.908850
13.478000,1.718134,1.926461
13.479000,1.714669,1.911734
13.480000,1.714146,1.922270
13.481000,1.712319,1.925533
13.482000,1.714129,1.922330
13.483000,1.711995,1.929968
13.484000,1.712426,1.931723
13.485000,1.713128,1.925047
13.486000,1.711407,1.915568
13.487000,1.713268,1.918742
13.488000,1.710284,1.920968
13.489000,1.709071,1.931806
13.490000,1.708970,1.916932
13.491000,1.711427,1.922234
13.492000,1.708459,1.922793
13.493000,1.706540,1.929479
13.494000,1.710704,1.916907
13.495000,1.708008,1.912551
13.496000,1.707943,1.926077
13.497000,1.705967,1.920248
13.498000,1.704600,1.930475
13.499000,1.706953,1.927297
13.500000,1.706529,1.923210
13.501000,1.705265,1.923180
13.502000,1.706506,1.924066
13.503000,1.706884,1.920033
13.504000,1.704338,1.928769
13.505000,1.705048,1.933621
13.506000,1.704041,1.919667
13.507000,1.705282,1.905485
13.508000,1.703461,1.921956
13.509000,1.702763,1.925885
13.510000,1.699582,1.922704
13.511000,1.702770,1.915774
13.512000,1.698779,1.912241
13.513000,1.700821,1.920405
13.514000,1.699858,1.927690
13.515000,1.700778,1.922477
13.516000,1.698104,1.931470
13.517000,1.697841,1.915037
13.518000,1.695380,1.943927
13.519000,1.697266,1.930249
13.520000,1.697177,1.908239
13.521000,1.698010,1.910774
13.522000,1.697382,1.918528
13.523000,1.694013,1.918170
13.524000,1.696840,1.918353
13.525000,1.693257,1.937786
13.526000,1.694279,1.916459
13.527000,1.692019,1.926543
13.528000,1.691221,1.920965
13.529000,1.693644,1.930345
13.530000,1.692263,1.925272
13.531000,1.692801,1.930879
13.532000,1.687764,1.926730
13.533000,1.691920,1.923272
13.534000,1.686798,1.941273
13.535000,1.689814,1.932806
13.536000,1.688918,1.920453
13.537000,1.687946,1.924140
13.538000,1.687787,1.927931
13.539000,1.685853,1.936561
13.540000,1.687627,1.929549
13.541000,1.685139,1.918662
13.542000,1.686329,1.924622
13.543000,1.685476,1.906227
13.544000,1.683621,1.919055
13.545000,1.683255,1.916966
13.546000,1.685141,1.914123
13.547000,1.681800,1.920812
13.548000,1.682051,1.943948
13.549000,1.681254,1.920625
13.550000,1.680181,1.926672
13.551000,1.679289,1.918822
13.552000,1.680313,1.921069
13.553000,1.678881,1.923218
13.554000,1.679567,1.923888
13.555000,1.679046,1.910901
13.556000,1.678266,1.922743
13.557000,1.677227,1.925672
13.558000,1.674688,1.934657
13.559000,1.676627,1.930747
13.560000,1.674066,1.932838
13.561000,1.678811,1.916296
13.562000,1.673773,1.936588
13.563000,1.673915,1.909526
13.564000,1.675668,1.924283
13.565000,1.674265,1.924785
13.566000,1.676511,1.928526
13.567000,1.672224,1.927364
13.568000,1.671949,1.929709
13.569000,1.669822,1.921967
13.570000,1.670452,1.922638
13.571000,1.669498,1.921543
13.572000,1.671653,1.906792
13.573000,1.668201,1.928244
13.574000,1.668510,1.916660
13.575000,1.667773,1.928655
13.576000,1.668561,1.916386
13.577000,1.668115,1.918483
13.578000,1.666551,1.914061
13.579000,1.665745,1.923809
13.580000,1.664476,1.932310
13.581000,1.665735,1.909665
13.582000,1.664878,1.931565
13.583000,1.666026,1.920057
13.584000,1.665180,1.944194
13.585000,1.665467,1.928815
13.586000,1.662393,1.923479
13.587000,1.660671,1.920361
13.588000,1.659383,1.928887
13.589000,1.661445,1.912357
13.590000,1.658113,1.924505
13.591000,1.660896,1.925078
13.592000,1.658722,1.940966
13.593000,1.662817,1.914925
13.594000,1.654509,1.921799
13.595000,1.656155,1.930265
13.596000,1.657134,1.925005
13.597000,1.655275,1.922419
13.598000,1.658598,1.933757
13.599000,1.655811,1.926657
13.600000,1.653850,1.925073
13.601000,1.654769,1.919152
13.602000,1.652817,1.931436
13.603000,1.653354,1.924527
13.604000,1.653027,1.917002
13.605000,1.653164,1.916500
13.606000,1.652164,1.911287
13.607000,1.651513,1.935631
13.608000,1.650995,1.934576
13.609000,1.648432,1.929242
13.610000,1.649258,1.930209
13.611000,1.649034,1.916474
13.612000,1.645304,1.913162
13.613000,1.647055,1.924054
13.614000,1.646528,1.917363
13.615000,1.646161,1.915085
13.616000,1.646990,1.929880
13.617000,1.644047,1.926441
13.618000,1.648295,1.917254
13.619000,1.642391,1.921989
13.620000,1.643980,1.912082
13.621000,1.645484,1.924041
13.622000,1.643710,1.928478
13.623000,1.642213,1.921747
13.624000,1.642818,1.923754
13.625000,1.642009,1.926522
13.626000,1.640621,1.940016
13.627000,1.640697,1.926485
13.628000,1.641327,1.914905
13.629000,1.640411,1.917419
13.630000,1.639484,1.914797
13.631000,1.635789,1.913706
13.632000,1.634918,1.918229
13.633000,1.636178,1.914827
13.634000,1.634990,1.909451
13.635000,1.635658,1.936968
13.636000,1.636724,1.928819
13.637000,1.638421,1.913124
13.638000,1.635334,1.921822
13.639000,1.635728,1.916735
13.640000,1.635992,1.921100
13.641000,1.633867,1.931189
13.642000,1.632353,1.931364
13.643000,1.630225,1.923363
13.644000,1.632154,1.907872
13.645000,1.632515,1.920506
13.646000,1.631036,1.915529
13.647000,1.629672,1.922150
13.648000,1.630110,1.917799
13.649000,1.627917,1.919701
13.650000,1.628147,1.920222
13.651000,1.624908,1.934060
13.652000,1.624938,1.930580
13.653000,1.624978,1.934102
13.654000,1.623322,1.923227
13.655000,1.625347,1.920659
13.656000,1.627026,1.914700
13.657000,1.623172,1.929416
13.658000,1.625403,1.913513
13.659000,1.623354,1.916745
13.660000,1.624062,1.921462
13.661000,1.621249,1.921491
13.662000,1.621399,1.926085
13.663000,1.622527,1.919517
13.664000,1.624680,1.929527
13.665000,1.622244,1.927368
13.666000,1.619962,1.922536
13.667000,1.618639,1.926849
13.668000,1.618620,1.926479
13.669000,1.617592,1.923706
13.670000,1.617717,1.920592
13.671000,1.616161,1.926405
13.672000,1.617104,1.921434
13.673000,1.617871,1.915695
13.674000,1.618428,1.924980
13.675000,1.618981,1.939358
13.676000,1.617838,1.928611
13.677000,1.613431,1.925852
13.678000,1.614416,1.924016
13.679000,1.613718,1.925214
13.680000,1.612481,1.915777
13.681000,1.613218,1.924292
13.682000,1.612566,1.922878
13.683000,1.612641,1.914122
13.684000,1.611490,1.926608
13.685000,1.613656,1.919848
13.686000,1.609903,1.909571
13.687000,1.609911,1.920917
13.688000,1.606398,1.915638
13.689000,1.609350,1.919541
13.690000,1.610769,1.918040
13.691000,1.608564,1.919618
13.692000,1.609438,1.924692
13.693000,1.607766,1.917626
13.694000,1.605153,1.921341
13.695000,1.605341,1.916198
13.696000,1.609803,1.931746
13.697000,1.604886,1.922717
13.698000,1.606748,1.903043
13.699000,1.603680,1.928635
13.700000,1.604039,1.938205
13.701000,1.606857,1.930531
13.702000,1.604056,1.927800
13.703000,1.601694,1.926277
13.704000,1.602657,1.928082
13.705000,1.602123,1.926806
13.706000,1.602534,1.922855
13.707000,1.601485,1.916576
13.708000,1.598685,1.917042
13.709000,1.599221,1.915048
13.710000,1.599596,1.918444
13.711000,1.601088,1.911255
13.712000,1.599918,1.921599
13.713000,1.600247,1.937364
13.714000,1.595195,1.927853
13.715000,1.598251,1.913837
13.716000,1.597711,1.922800
13.717000,1.597371,1.925994
13.718000,1.596876,1.926711
13.719000,1.599902,1.927361
13.720000,1.593721,1.911387
13.721000,1.595534,1.925009
13.722000,1.596175,1.921110
13.723000,1.595000,1.924738
13.724000,1.595649,1.913173
13.725000,1.593412,1.927247
13.726000,1.595482,1.918658
13.727000,1.588898,1.932867
13.728000,1.593226,1.937619
13.729000,1.593674,1.915091
13.730000,1.590509,1.912793
13.731000,1.591530,1.929421
13.732000,1.592605,1.910091
13.733000,1.591293,1.914422
13.734000,1.592097,1.914231
13.735000,1.587403,1.919154
13.736000,1.589094,1.930761
13.737000,1.591184,1.913389
13.738000,1.587616,1.919630
13.739000,1.588605,1.937990
13.740000,1.587026,1.913554
13.741000,1.587642,1.913832
13.742000,1.589625,1.928078
13.743000,1.590272,1.935509
13.744000,1.587800,1.921189
13.745000,1.587225,1.926076
13.746000,1.586544,1.928921
13.747000,1.585417,1.926008
13.748000,1.585501,1.920178
13.749000,1.584403,1.919405
13.750000,1.585736,1.926424
13.751000,1.584154,1.928749
13.752000,1.585139,1.905487
13.753000,1.585487,1.915313
13.754000,1.582599,1.926417
13.755000,1.580686,1.913276
13.756000,1.584996,1.931248
13.757000,1.585109,1.923717
13.758000,1.585565,1.921631
13.759000,1.583055,1.921504
13.760000,1.581402,1.918467
